firm,benefits,culture,diversity & inclusion,flexibility,growth,job role clarity,job security,management,pay,people,performance feedback,remote work,stress & pressure,teamwork & collaboration,tools & resources,training & onboarding,travel,work-life balance
Nando-s-UK-and-IRE,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
National-Institute-for-Health-and-Care-Excellence,5.0,2.0,0.0,5.0,2.0,2.0,0.0,2.0,0.0,3.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
Nationwide-Building-Society,1.0,3.0,0.0,1.0,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.5
Network-Rail,0.0,1.0,0.0,4.333333333333333,3.4,1.0,0.0,1.0,4.0,2.5,0.0,4.0,0.0,4.5,5.0,2.0,4.0,4.0
New-Look,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
Newcastle-Upon-Tyne-Hospitals-NHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern-Gas-and-Power,1.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0
Nuffield-Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Office-Concierge,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,1.0
Oliver-Wyman,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5
Oracle,5.0,5.0,0.0,5.0,5.0,0.0,0.0,1.0,4.0,3.5,0.0,5.0,0.0,5.0,5.0,0.0,1.0,5.0
Ordnance-Survey,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Oxford-University,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Pearson,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Pizza-Hut,2.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Premier-Inn,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
Primark,1.0,4.0,0.0,1.6,3.142857142857143,3.0,0.0,2.4444444444444446,2.6,3.8333333333333335,0.0,0.0,1.3333333333333333,4.333333333333333,3.5,0.0,0.0,2.8
Priory-Group,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Public-Health-England,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0
PwC,3.0,3.0,4.5,4.666666666666667,3.375,2.5,0.0,2.6666666666666665,2.1666666666666665,3.5833333333333335,1.0,0.0,1.4444444444444444,3.875,4.666666666666667,4.5,3.0,1.6666666666666667
REED,5.0,2.75,0.0,3.5,3.625,4.5,0.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,4.333333333333333,3.6666666666666665,4.6,0.0,1.5
RSM,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Radisson-Hotel-Group,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Randstad,4.0,4.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,3.75,0.0,0.0,1.0,5.0,5.0,4.5,0.0,2.5
Reassured,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Rendall-and-Rittner,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,3.3333333333333335,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0
Rentokil-Initial,0.0,4.0,5.0,0.0,4.5,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0
River-Island-Clothing,0.0,4.0,0.0,0.0,0.0,3.6666666666666665,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Robert-Walters,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.0,3.3333333333333335,2.0,0.0,0.0,1.0,4.5,5.0,0.0,0.0,5.0
Royal-Mail,5.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,4.666666666666667,3.0,0.0,0.0,2.25,0.0,1.0,5.0,0.0,3.6666666666666665
SAP,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sage,4.0,3.6666666666666665,5.0,5.0,2.6666666666666665,0.0,0.0,1.0,4.5,4.5,0.0,0.0,1.0,5.0,5.0,0.0,0.0,3.6666666666666665
Sainsbury-s,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.75,5.0,4.0,0.0,0.0,1.6666666666666667,4.5,0.0,3.3333333333333335,0.0,3.5
Salesforce,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,4.333333333333333,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Santander,4.0,4.5,0.0,1.0,2.0,0.0,0.0,2.0,2.3333333333333335,3.0,0.0,4.0,2.0,3.6666666666666665,3.3333333333333335,3.0,0.0,2.0
Savills,5.0,1.0,1.0,0.0,1.0,0.0,0.0,3.3333333333333335,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
Search-Consultancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Serco-Group,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sky,5.0,2.0,0.0,1.5,0.0,4.0,0.0,2.25,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Sodexo,0.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Sotheby-s,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Specsavers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.333333333333333,2.5,0.0,0.0,1.0
Surrey-County-Council,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sytner,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUI-Group,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Tate,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Taylor-Wimpey,0.0,4.5,0.0,5.0,2.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tesco,4.25,2.5,0.0,3.75,3.1666666666666665,2.0,1.5,2.142857142857143,3.25,3.0588235294117645,0.0,0.0,1.0,3.0,3.3333333333333335,2.6666666666666665,0.0,1.8125
The-Access-Group-UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
The-British-Army,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
The-Department-for-Education-UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
The-Ivy-Collection,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The-Open-University,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0
The-Range,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thomas-Cook,2.5,4.0,0.0,0.0,2.5,1.0,0.0,1.0,4.0,4.5,1.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0
Thomson-Reuters,4.0,4.333333333333333,0.0,3.75,3.0,3.5,0.0,1.0,3.0,3.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.5
Topshop,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.3333333333333335
Transport-for-London,4.0,0.0,0.0,0.0,2.5,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5
Travelodge-Hotels-UK,4.0,5.0,0.0,4.5,4.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,4.0,3.3333333333333335,0.0,0.0,4.5
UK-Ministry-of-Defence,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,2.0
Unilever,0.0,4.5,0.0,0.0,2.3333333333333335,5.0,4.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,3.0
United-Utilities,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unity-Technologies,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University-College-London,0.0,4.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,3.6666666666666665,0.0,0.0,3.0
University-of-Birmingham,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
University-of-Bristol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
University-of-Cambridge,0.0,3.6666666666666665,0.0,2.5,1.0,4.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5
University-of-Glasgow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
University-of-Leeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
University-of-Leicester,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University-of-Manchester,0.0,3.3333333333333335,0.0,4.0,0.0,4.5,0.0,1.0,4.5,5.0,4.0,0.0,0.0,4.666666666666667,3.0,1.0,0.0,4.0
University-of-Newcastle-UK,1.0,4.0,0.0,0.0,2.5,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.5
University-of-Nottingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
University-of-Sheffield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University-of-Southampton,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
University-of-Warwick,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
University-of-the-West-of-England,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Vets-Now,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Virgin-Active,0.0,5.0,0.0,5.0,5.0,3.5,0.0,3.0,2.6666666666666665,3.0,5.0,0.0,2.0,5.0,5.0,4.0,0.0,4.0
Virgin-Media,5.0,5.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
Vodafone,4.0,4.0,4.0,1.0,2.8333333333333335,0.0,0.0,2.0,3.3333333333333335,2.5,4.5,0.0,0.0,4.666666666666667,0.0,4.0,0.0,4.5
WHSmith,0.0,4.0,0.0,2.5,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.6666666666666665
WLT-Group,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5
Waitrose,4.5,0.0,0.0,2.5,0.0,3.0,0.0,2.4,3.375,3.75,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.8
Whitbread,0.0,4.0,0.0,3.5,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0
Willis-Towers-Watson,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wipro,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.5
Wise,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
XPO-Logistics,0.0,5.0,0.0,0.0,4.75,0.0,0.0,0.0,4.0,4.25,5.0,0.0,5.0,5.0,2.6666666666666665,4.5,0.0,0.0
YOOX-NET-A-PORTER-GROUP,3.5,3.0,0.0,0.0,1.3333333333333333,1.0,0.0,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
next,2.0,4.0,0.0,4.0,2.25,4.0,0.0,2.5,1.6666666666666667,4.0,0.0,0.0,0.0,3.8333333333333335,4.0,3.0,0.0,2.857142857142857
