0,1,2,3,4,5,6,7,8,9,10,11,12
2.7777777,3.1290324,3.195122,2.1666667,2.54,2.7692308,2.6585367,3.2682927,3.8181818,1.7058823,3.4411764,3.2307692,3.6842105
2.0517242,3.0681818,2.3625,2.8965516,1.7746478,2.913793,2.5612245,3.2166667,3.1333334,2.04,3.4074075,2.7037036,3.2666667
3.0777779,3.318697,2.6867816,2.7722223,1.9149888,3.1878452,2.1494505,3.4847908,3.2955465,1.9555556,3.2280703,3.2825,3.3355856
2.5454545,2.909091,2.4285715,2.7222223,1.88,2.840909,2.5041323,3.1555555,2.6666667,1.8333334,3.2972972,2.4411764,2.9846153
4.0119047,3.322034,3.7142856,2.75,3.1276596,3.1515152,2.275862,4.064935,3.6774194,3.7272727,3.840909,3.8387096,3.7272727
3.6470587,3.0666666,3.7777777,2.875,2.65,3.7,3.1578948,4.0,4.095238,3.0,3.857143,4.0,3.8888888
2.5882354,3.6666667,3.1764705,1.6666666,3.25,3.0714285,2.3333333,3.0,2.0,2.857143,3.7058823,3.3333333,2.4
2.3965516,3.096774,2.2708333,2.5789473,1.8214285,2.627451,2.25,3.05,2.868421,1.8571428,3.2545455,2.3714285,2.9156628
2.8461537,2.3333333,1.8571428,3.0,1.8275862,3.0,2.04,3.1,3.4,2.4,3.4166667,1.8888888,3.2777777
3.0270271,2.4615386,2.7333333,2.142857,2.25,3.2333333,1.8166667,3.1458333,3.1,1.5384616,3.1860466,2.8076923,3.0
3.4591548,3.4930966,3.194737,2.827957,2.2581522,2.9764705,3.009901,3.7198796,3.9859154,1.816568,3.2901554,3.1890547,2.5826972
3.121212,2.9115045,2.7704918,2.8823528,2.3913043,3.2307692,2.3563218,3.4415584,3.7818182,2.0,3.3137255,3.4285715,3.2666667
2.65625,2.9142857,2.5555556,2.0,1.9210526,3.125,1.8965517,3.36,3.35,3.25,2.1764705,3.0,3.2380953
2.84375,2.6774194,2.6341465,1.7142857,1.8787879,2.9347825,1.7619047,3.3125,3.28,1.7692307,3.1666667,2.3,2.7692308
2.6559486,3.2934363,2.792157,2.7941177,1.9815195,2.7866108,3.563786,3.370253,3.8912134,2.511811,3.2258065,2.9739583,3.1058202
2.5416667,2.4761906,2.3846154,2.25,2.0408163,2.7777777,2.1923077,3.6923077,3.3157895,2.0,2.967742,2.85,3.2608695
3.4021447,2.7518427,3.042885,2.59375,2.221774,3.0508475,3.0235848,3.5740259,3.8425324,1.8294574,3.6268656,3.4066668,2.8301158
3.1558704,3.3465347,3.0595534,2.6,2.036199,3.1447964,2.2068965,3.725,3.5017793,1.7213115,3.266254,3.3056605,2.6173594
2.8333333,2.75,2.65,2.7142856,2.3333333,2.6,2.5652175,3.4,3.8636363,1.875,3.235294,2.8333333,3.5454545
3.164557,3.255639,2.8113208,3.04,2.1320755,3.1636364,2.7079647,3.4867256,3.7413793,2.1666667,3.4102564,3.2537313,3.2592592
3.9761906,4.290323,4.102041,3.6,3.9411764,3.7142856,3.53125,3.8666666,3.548387,2.5,4.2391305,4.2156863,2.7692308
2.68,2.7413793,2.8269231,2.6923077,2.2608695,3.0,2.2156863,3.0895522,2.7272727,2.2142856,2.8947368,3.0666666,2.631579
2.2804878,2.6601942,2.3188405,2.6666667,1.8541666,3.142857,2.1136363,3.0347826,3.2307692,1.5263158,2.6792452,2.7826087,3.142857
2.7142856,2.6530612,2.375,2.1304348,1.9134616,2.7291667,2.3471074,3.0434783,3.2990654,1.75,3.090909,2.0833333,2.3522727
3.607143,3.440678,3.1666667,3.0,2.4571428,3.125,3.0,3.586207,3.5925925,2.35,3.4615386,3.5306122,3.451613
3.3367348,2.8181818,2.5625,2.53125,1.99,2.8888888,2.6067417,3.3706896,3.6626506,2.1363637,3.0392158,3.22,3.109375
3.75,3.2727273,3.75,3.0,1.8181819,4.1666665,3.9411764,4.25,4.0,2.4615386,2.7142856,3.7142856,2.235294
3.559322,3.9886363,3.5384614,3.0526316,3.321839,3.3658535,2.9859154,3.7714286,3.3809524,2.409091,3.9827585,3.9454546,2.8723404
3.2173913,2.8648648,3.1351352,2.3846154,2.3076923,3.2307692,2.488372,3.1111112,3.5,2.4666667,3.2777777,3.4666667,3.4042554
3.4285715,3.0108695,2.945946,2.875,2.19,3.2837837,2.826087,3.506329,3.9125,2.3333333,3.2115386,3.025,3.609756
2.2264152,2.4814816,2.081967,1.6923077,2.0138888,2.4848485,1.4038461,3.267857,2.3846154,1.6875,2.9210527,2.4,2.5428572
3.8444445,3.0487804,3.4117646,3.5,2.9705882,3.0454545,3.0,3.7666667,4.1923075,3.25,2.875,3.6363637,3.0
3.3298318,2.9546165,2.7342343,2.767857,2.0433333,2.925311,2.8255813,3.3747413,3.8599138,1.7826087,3.3913043,3.214876,3.5052316
2.4347825,3.5853658,2.8666666,2.2222223,2.1290324,2.5,3.5217392,2.764706,3.85,1.75,3.5714285,3.75,2.8068182
3.0,3.9230769,2.6388888,3.5,2.0454545,2.7777777,2.3333333,2.125,2.7368422,1.5833334,3.6470587,2.6666667,2.2173913
3.1875,3.6976745,2.8793104,3.0,2.8095238,2.75,2.5714285,3.5,2.875,2.5,3.48,3.9047618,3.1636364
3.6603773,3.3880596,2.96,3.0,2.8421052,3.3030303,3.4,3.4565217,3.9230769,2.6153846,3.48,3.2162163,3.6923077
3.5384614,3.957265,3.5757575,2.6842105,2.5384614,3.5,3.413793,3.953271,4.0869565,2.079365,3.6923077,3.7777777,2.1367521
2.1,3.4782608,2.097561,1.8,1.9523809,2.7777777,2.090909,2.8823528,2.3,1.7777778,2.8235295,3.0,2.6
3.2,3.0120482,2.4782608,2.5384614,2.2258065,3.22,1.9672132,3.4782608,3.682927,1.5714285,3.0952382,3.108108,3.3521128
4.0,3.4,2.9230769,3.4,2.625,3.3888888,2.25,3.6666667,4.111111,3.25,3.75,4.1666665,3.7058823
3.645485,3.5066667,3.0813954,2.7551022,2.726776,3.3956044,2.385475,3.5381944,3.2307692,2.6707318,3.4842768,3.5643563,2.4415584
3.75,3.9629629,4.185185,3.7,3.4117646,3.6774194,3.4285715,4.0,3.8,3.6666667,4.0833335,4.0,3.857143
3.6551723,3.6214952,3.2771084,2.909091,2.3385417,3.3333333,3.2152777,3.5549738,3.8580644,2.2537313,3.1931818,3.5539567,3.2977529
2.8269231,3.0120482,2.536232,2.95,1.8888888,3.0512822,2.0747664,3.515625,3.3783784,1.8695652,3.4102564,2.7037036,3.5833333
2.352381,2.872,2.3214285,2.2631578,2.0306122,2.6849315,2.2531645,3.0808823,2.828125,1.9318181,2.9571428,2.3896103,2.6488094
3.643979,3.1974523,3.3764706,3.0555556,2.4961832,3.162162,2.6296296,3.8295455,3.7,2.0759494,3.3536584,3.0853658,2.5180724
2.6170213,2.9347825,2.6547618,2.0,2.0666666,2.2978723,1.6901408,2.875,3.1666667,1.7391304,2.7037036,2.4347825,2.0363636
3.0,2.8333333,2.3888888,2.8,2.3,3.2222223,2.75,2.9230769,2.5555556,3.6666667,3.6666667,4.0,3.0
3.0743494,3.2151442,2.7071824,2.7349398,1.8557875,2.5186722,2.4378028,3.695024,3.4200244,1.6149733,3.9615386,3.0711112,2.8252666
3.25,3.3076923,3.046875,2.4545455,2.0,2.4117646,2.711111,3.5555556,3.5849056,1.6969697,3.5208333,3.2,2.9711537
2.55,2.9,1.9767442,2.4166667,2.2258065,2.45,2.6176472,3.2777777,2.3142858,1.4285715,3.5217392,2.24,3.0
3.8029556,3.5448277,3.2685184,2.88,2.6165802,3.2727273,3.0795455,3.648485,4.0246153,1.7969925,3.8017242,3.8297873,2.9411764
3.4166667,2.8636363,2.6666667,2.5714285,2.0,3.5384614,3.875,3.5833333,3.4117646,2.3333333,2.8461537,3.5,3.607143
2.8333333,3.5,3.3636363,3.0,3.6,2.5,3.3333333,3.625,3.6666667,2.0,3.0,2.6666667,2.8333333
