firm,aspect,avg_star_rating,n_mentions
Active Care Group,pay,2.4814814814814814,27
Active Care Group,people,3.526315789473684,19
Active Care Group,perks & benefits,3.0,5
Active Care Group,stress & pressure,2.125,8
Active Care Group,teamwork & collaboration,3.764705882352941,17
Active Care Group,tools & resources,3.375,16
Active Care Group,work-life balance,2.586206896551724,29
Adecco,culture,3.5,28
Adecco,growth & learning,3.636363636363636,33
Adecco,hr & recruitment,3.176470588235294,51
Adecco,job role clarity,2.0,7
Adecco,management,2.5517241379310347,29
Adecco,office & location,2.9444444444444446,18
Adecco,pay,2.91044776119403,67
Adecco,people,3.5238095238095237,21
Adecco,perks & benefits,2.933333333333333,15
Adecco,stress & pressure,1.7777777777777777,9
Adecco,teamwork & collaboration,3.84,25
Adecco,tools & resources,4.25,12
Adecco,work-life balance,2.6666666666666665,51
Age UK The National Charity,culture,3.0384615384615383,26
Age UK The National Charity,growth & learning,2.9411764705882355,17
Age UK The National Charity,hr & recruitment,3.3666666666666667,30
Age UK The National Charity,job role clarity,3.0,5
Age UK The National Charity,management,2.935483870967742,31
Age UK The National Charity,office & location,3.3125,16
Age UK The National Charity,pay,1.6363636363636365,33
Age UK The National Charity,people,3.8461538461538463,26
Age UK The National Charity,perks & benefits,3.4545454545454546,11
Age UK The National Charity,stress & pressure,2.6666666666666665,3
Age UK The National Charity,teamwork & collaboration,3.7058823529411766,34
Age UK The National Charity,tools & resources,3.4166666666666665,24
Age UK The National Charity,work-life balance,3.5,22
AlixPartners,culture,3.5384615384615383,26
AlixPartners,growth & learning,3.28125,32
AlixPartners,hr & recruitment,2.6153846153846154,13
AlixPartners,job role clarity,2.5,4
AlixPartners,management,3.3,20
AlixPartners,office & location,3.6,5
AlixPartners,pay,3.05,20
AlixPartners,people,3.967741935483871,31
AlixPartners,perks & benefits,3.8333333333333335,6
AlixPartners,stress & pressure,2.176470588235294,17
AlixPartners,teamwork & collaboration,3.863636363636364,22
AlixPartners,tools & resources,4.1,10
AlixPartners,work-life balance,2.5,24
American Express,culture,3.568421052631579,190
American Express,growth & learning,3.2908366533864544,251
American Express,hr & recruitment,2.97196261682243,107
American Express,job role clarity,2.925925925925926,54
American Express,management,2.4554455445544554,202
American Express,office & location,3.46875,96
American Express,pay,2.505813953488372,172
American Express,people,3.577639751552795,161
American Express,perks & benefits,3.865079365079365,126
American Express,stress & pressure,2.242424242424242,33
American Express,teamwork & collaboration,3.193548387096774,124
American Express,tools & resources,3.032967032967033,91
American Express,work-life balance,3.624413145539906,213
Amey,culture,2.7846153846153845,65
Amey,growth & learning,2.963963963963964,111
Amey,hr & recruitment,2.63,100
Amey,job role clarity,2.466666666666667,15
Amey,management,2.142857142857143,112
Amey,office & location,2.5961538461538463,52
Amey,pay,2.2440944881889764,127
Amey,people,3.3488372093023258,86
Amey,perks & benefits,3.260869565217391,46
Amey,stress & pressure,1.5555555555555556,27
Amey,teamwork & collaboration,3.533333333333333,60
Amey,tools & resources,3.2115384615384617,52
Amey,work-life balance,3.1386138613861387,101
Angard Staffing,culture,2.857142857142857,7
Angard Staffing,growth & learning,2.7142857142857144,7
Angard Staffing,hr & recruitment,2.5416666666666665,24
Angard Staffing,job role clarity,2.5,4
Angard Staffing,management,1.6363636363636365,11
Angard Staffing,office & location,1.75,4
Angard Staffing,pay,2.7435897435897436,39
Angard Staffing,people,2.6666666666666665,15
Angard Staffing,perks & benefits,2.5,2
Angard Staffing,stress & pressure,2.3333333333333335,3
Angard Staffing,teamwork & collaboration,4.0,3
Angard Staffing,tools & resources,1.5,2
Angard Staffing,work-life balance,2.540983606557377,61
Anglian Water,culture,4.018018018018018,111
Anglian Water,growth & learning,3.788732394366197,142
Anglian Water,hr & recruitment,3.5473684210526315,95
Anglian Water,job role clarity,3.3823529411764706,34
Anglian Water,management,3.4831460674157304,89
Anglian Water,office & location,3.240740740740741,54
Anglian Water,pay,3.590909090909091,110
Anglian Water,people,3.8333333333333335,108
Anglian Water,perks & benefits,4.087719298245614,114
Anglian Water,stress & pressure,2.5,30
Anglian Water,teamwork & collaboration,3.988235294117647,85
Anglian Water,tools & resources,4.0636363636363635,110
Anglian Water,work-life balance,3.5977011494252875,87
Anglo American,culture,3.363636363636364,11
Anglo American,growth & learning,3.4444444444444446,18
Anglo American,hr & recruitment,2.0,3
Anglo American,job role clarity,2.25,4
Anglo American,management,2.6470588235294117,17
Anglo American,office & location,3.0,2
Anglo American,pay,3.75,8
Anglo American,people,4.0,9
Anglo American,perks & benefits,3.875,16
Anglo American,stress & pressure,2.0,1
Anglo American,teamwork & collaboration,3.4285714285714284,7
Anglo American,tools & resources,3.5714285714285716,7
Anglo American,work-life balance,3.4444444444444446,9
Aon,culture,3.1506849315068495,73
Aon,growth & learning,3.1186440677966103,118
Aon,hr & recruitment,2.704918032786886,61
Aon,job role clarity,3.0,20
Aon,management,2.2941176470588234,102
Aon,office & location,3.2857142857142856,63
Aon,pay,2.313131313131313,99
Aon,people,3.407766990291262,103
Aon,perks & benefits,3.589041095890411,73
Aon,stress & pressure,1.75,20
Aon,teamwork & collaboration,3.523076923076923,65
Aon,tools & resources,3.1551724137931036,58
Aon,work-life balance,3.382978723404255,94
Apple,culture,3.645,200
Apple,growth & learning,2.809128630705394,241
Apple,hr & recruitment,3.227272727272727,154
Apple,job role clarity,2.3076923076923075,65
Apple,management,2.4455958549222796,193
Apple,office & location,2.7450980392156863,51
Apple,pay,2.8585365853658535,205
Apple,people,3.76171875,256
Apple,perks & benefits,3.9335664335664338,286
Apple,stress & pressure,2.0615384615384613,65
Apple,teamwork & collaboration,3.7478991596638656,119
Apple,tools & resources,3.449438202247191,89
Apple,work-life balance,2.817204301075269,186
Arcadia,culture,2.822429906542056,107
Arcadia,growth & learning,2.6223776223776225,143
Arcadia,hr & recruitment,2.743243243243243,148
Arcadia,job role clarity,2.46875,32
Arcadia,management,1.9679487179487176,156
Arcadia,office & location,2.9134615384615383,104
Arcadia,pay,1.8670520231213872,173
Arcadia,people,3.5093167701863353,161
Arcadia,perks & benefits,3.4577464788732395,142
Arcadia,stress & pressure,2.6315789473684212,57
Arcadia,teamwork & collaboration,3.1956521739130435,92
Arcadia,tools & resources,2.25,44
Arcadia,work-life balance,2.628787878787879,132
Arnold Clark,culture,2.8620689655172415,29
Arnold Clark,growth & learning,3.8,30
Arnold Clark,hr & recruitment,2.9152542372881354,59
Arnold Clark,job role clarity,2.4375,16
Arnold Clark,management,2.4285714285714284,56
Arnold Clark,office & location,2.5,6
Arnold Clark,pay,2.857142857142857,63
Arnold Clark,people,2.761904761904762,21
Arnold Clark,perks & benefits,3.6944444444444446,36
Arnold Clark,stress & pressure,1.6,30
Arnold Clark,teamwork & collaboration,3.6666666666666665,15
Arnold Clark,tools & resources,2.9411764705882355,17
Arnold Clark,work-life balance,2.326923076923077,52
AstraZeneca,culture,3.392156862745098,153
AstraZeneca,growth & learning,3.230769230769231,195
AstraZeneca,hr & recruitment,2.8,70
AstraZeneca,job role clarity,2.4324324324324325,37
AstraZeneca,management,2.435483870967742,124
AstraZeneca,office & location,2.8857142857142857,70
AstraZeneca,pay,3.2016806722689077,119
AstraZeneca,people,3.5338345864661656,133
AstraZeneca,perks & benefits,3.8055555555555554,108
AstraZeneca,stress & pressure,2.057142857142857,35
AstraZeneca,teamwork & collaboration,3.2857142857142856,42
AstraZeneca,tools & resources,3.5945945945945947,74
AstraZeneca,work-life balance,3.171875,128
Aviva,culture,3.1260504201680672,119
Aviva,growth & learning,2.9782608695652173,138
Aviva,hr & recruitment,2.89622641509434,106
Aviva,job role clarity,2.6666666666666665,27
Aviva,management,2.176470588235294,170
Aviva,office & location,2.938271604938272,81
Aviva,pay,2.765625,128
Aviva,people,3.288,125
Aviva,perks & benefits,3.709090909090909,165
Aviva,stress & pressure,2.0714285714285716,28
Aviva,teamwork & collaboration,3.0714285714285716,70
Aviva,tools & resources,3.1724137931034484,58
Aviva,work-life balance,3.45985401459854,137
B and M Retail,culture,3.363636363636364,176
B and M Retail,growth & learning,3.803921568627451,204
B and M Retail,hr & recruitment,2.963302752293578,327
B and M Retail,job role clarity,2.977777777777778,45
B and M Retail,management,2.541958041958042,286
B and M Retail,office & location,2.643835616438356,73
B and M Retail,pay,1.9545454545454544,330
B and M Retail,people,3.449197860962567,187
B and M Retail,perks & benefits,2.845771144278607,201
B and M Retail,stress & pressure,2.7058823529411766,119
B and M Retail,teamwork & collaboration,3.8013698630136985,146
B and M Retail,tools & resources,3.3378378378378377,74
B and M Retail,work-life balance,2.495575221238938,339
B and Q,culture,3.138095238095238,210
B and Q,growth & learning,3.130612244897959,245
B and Q,hr & recruitment,2.58,400
B and Q,job role clarity,2.626865671641791,67
B and Q,management,2.0217391304347827,368
B and Q,office & location,2.8440366972477062,109
B and Q,pay,2.9615384615384617,390
B and Q,people,3.4349206349206347,315
B and Q,perks & benefits,3.3083700440528636,227
B and Q,stress & pressure,1.7037037037037035,81
B and Q,teamwork & collaboration,3.6140350877192984,171
B and Q,tools & resources,2.9876543209876543,81
B and Q,work-life balance,2.726817042606516,399
BAT,culture,3.0697674418604652,86
BAT,growth & learning,3.606060606060606,99
BAT,hr & recruitment,3.142857142857143,49
BAT,job role clarity,3.0,26
BAT,management,2.011764705882353,85
BAT,office & location,3.032258064516129,31
BAT,pay,3.73394495412844,109
BAT,people,3.5714285714285716,91
BAT,perks & benefits,4.191780821917808,73
BAT,stress & pressure,1.5833333333333333,24
BAT,teamwork & collaboration,3.1818181818181817,33
BAT,tools & resources,2.8333333333333335,30
BAT,work-life balance,2.4444444444444446,54
BBC,culture,3.457983193277311,238
BBC,growth & learning,3.162907268170426,399
BBC,hr & recruitment,3.0115384615384615,260
BBC,job role clarity,2.8405797101449277,69
BBC,management,1.8551724137931032,290
BBC,office & location,3.3278688524590163,122
BBC,pay,1.8758169934640525,306
BBC,people,3.63855421686747,332
BBC,perks & benefits,2.865979381443299,97
BBC,stress & pressure,2.2830188679245285,53
BBC,teamwork & collaboration,3.58,150
BBC,tools & resources,3.335526315789474,152
BBC,work-life balance,3.5528455284552845,246
BDO,culture,3.5161290322580645,124
BDO,growth & learning,3.0753424657534247,146
BDO,hr & recruitment,2.544642857142857,112
BDO,job role clarity,2.9166666666666665,24
BDO,management,2.2048192771084336,83
BDO,office & location,3.24,50
BDO,pay,2.395348837209302,129
BDO,people,3.7452830188679247,106
BDO,perks & benefits,3.0869565217391304,46
BDO,stress & pressure,2.0,52
BDO,teamwork & collaboration,3.765432098765432,81
BDO,tools & resources,3.1451612903225805,62
BDO,work-life balance,3.0580645161290323,155
BHS,culture,3.34375,32
BHS,growth & learning,2.8518518518518516,27
BHS,hr & recruitment,2.7857142857142856,70
BHS,job role clarity,2.875,8
BHS,management,2.4468085106382977,47
BHS,office & location,2.0714285714285716,14
BHS,pay,1.9545454545454544,44
BHS,people,3.723404255319149,47
BHS,perks & benefits,3.325,40
BHS,stress & pressure,1.8095238095238095,21
BHS,teamwork & collaboration,3.740740740740741,27
BHS,tools & resources,3.0,11
BHS,work-life balance,2.5166666666666666,60
BNP Paribas,culture,3.28099173553719,121
BNP Paribas,growth & learning,2.4864864864864864,111
BNP Paribas,hr & recruitment,2.6666666666666665,48
BNP Paribas,job role clarity,3.047619047619047,21
BNP Paribas,management,2.0535714285714284,112
BNP Paribas,office & location,2.9130434782608696,69
BNP Paribas,pay,2.0902255639097747,133
BNP Paribas,people,3.6,110
BNP Paribas,perks & benefits,3.7313432835820897,67
BNP Paribas,stress & pressure,2.863636363636364,22
BNP Paribas,teamwork & collaboration,3.0754716981132075,53
BNP Paribas,tools & resources,3.024390243902439,41
BNP Paribas,work-life balance,3.643478260869565,115
BNY Mellon,culture,2.957894736842105,95
BNY Mellon,growth & learning,2.92,125
BNY Mellon,hr & recruitment,2.3333333333333335,93
BNY Mellon,job role clarity,2.5454545454545454,33
BNY Mellon,management,1.893805309734513,113
BNY Mellon,office & location,3.1142857142857143,70
BNY Mellon,pay,1.9344262295081969,122
BNY Mellon,people,3.617977528089888,89
BNY Mellon,perks & benefits,3.652173913043478,69
BNY Mellon,stress & pressure,1.9230769230769231,26
BNY Mellon,teamwork & collaboration,3.0,43
BNY Mellon,tools & resources,2.4827586206896552,29
BNY Mellon,work-life balance,3.1818181818181817,99
BP,culture,3.346368715083799,179
BP,growth & learning,3.0,262
BP,hr & recruitment,2.9545454545454546,154
BP,job role clarity,2.6315789473684212,57
BP,management,2.3304721030042916,233
BP,office & location,2.8472222222222223,72
BP,pay,3.1327433628318584,226
BP,people,3.6067961165048543,206
BP,perks & benefits,3.767567567567568,185
BP,stress & pressure,2.0,36
BP,teamwork & collaboration,3.147727272727273,88
BP,tools & resources,3.1066666666666665,75
BP,work-life balance,3.406926406926407,231
BPP Holdings,culture,3.0597014925373136,67
BPP Holdings,growth & learning,3.0505050505050506,99
BPP Holdings,hr & recruitment,3.0,68
BPP Holdings,job role clarity,3.15,20
BPP Holdings,management,2.3114754098360657,61
BPP Holdings,office & location,2.702127659574468,47
BPP Holdings,pay,2.5084745762711864,59
BPP Holdings,people,3.4153846153846152,65
BPP Holdings,perks & benefits,3.6666666666666665,39
BPP Holdings,stress & pressure,2.5416666666666665,24
BPP Holdings,teamwork & collaboration,3.283333333333333,60
BPP Holdings,tools & resources,3.409090909090909,44
BPP Holdings,work-life balance,3.018181818181818,55
BT,culture,2.8354037267080745,322
BT,growth & learning,3.145,600
BT,hr & recruitment,2.5530085959885387,349
BT,job role clarity,2.99290780141844,141
BT,management,2.0140350877192983,570
BT,office & location,2.7818930041152266,243
BT,pay,2.879251700680272,588
BT,people,3.3319057815845823,467
BT,perks & benefits,3.622356495468278,331
BT,stress & pressure,1.818840579710145,138
BT,teamwork & collaboration,3.1139240506329116,237
BT,tools & resources,3.08203125,256
BT,work-life balance,3.3078512396694215,484
Babcock International Group,culture,2.5632183908045976,87
Babcock International Group,growth & learning,2.9066666666666667,150
Babcock International Group,hr & recruitment,2.4518518518518517,135
Babcock International Group,job role clarity,2.4,30
Babcock International Group,management,1.9785714285714289,140
Babcock International Group,office & location,2.911392405063291,79
Babcock International Group,pay,2.668831168831169,154
Babcock International Group,people,3.096774193548387,93
Babcock International Group,perks & benefits,3.1594202898550723,69
Babcock International Group,stress & pressure,2.3157894736842106,19
Babcock International Group,teamwork & collaboration,3.0833333333333335,60
Babcock International Group,tools & resources,2.8405797101449277,69
Babcock International Group,work-life balance,3.3214285714285716,112
Babylon Health,culture,2.888888888888889,135
Babylon Health,growth & learning,2.727272727272727,143
Babylon Health,hr & recruitment,2.9431818181818183,88
Babylon Health,job role clarity,2.7083333333333335,24
Babylon Health,management,2.0211267605633805,142
Babylon Health,office & location,3.0357142857142856,84
Babylon Health,pay,2.3698630136986303,73
Babylon Health,people,3.231958762886598,194
Babylon Health,perks & benefits,3.492063492063492,126
Babylon Health,stress & pressure,2.480769230769231,52
Babylon Health,teamwork & collaboration,2.956140350877193,114
Babylon Health,tools & resources,2.869158878504673,107
Babylon Health,work-life balance,3.128205128205128,78
Bain and Company,culture,4.010752688172043,93
Bain and Company,growth & learning,3.8773584905660377,106
Bain and Company,hr & recruitment,3.652173913043478,46
Bain and Company,job role clarity,3.1538461538461537,13
Bain and Company,management,3.2444444444444445,45
Bain and Company,office & location,3.6153846153846154,26
Bain and Company,pay,3.7222222222222223,36
Bain and Company,people,4.2075471698113205,106
Bain and Company,perks & benefits,4.130434782608695,23
Bain and Company,stress & pressure,2.1538461538461537,52
Bain and Company,teamwork & collaboration,3.851851851851851,54
Bain and Company,tools & resources,4.1891891891891895,37
Bain and Company,work-life balance,2.6260162601626016,123
Balfour Beatty,culture,2.7758620689655173,58
Balfour Beatty,growth & learning,3.1150442477876106,113
Balfour Beatty,hr & recruitment,2.440366972477064,109
Balfour Beatty,job role clarity,2.0454545454545454,22
Balfour Beatty,management,2.23,100
Balfour Beatty,office & location,3.032258064516129,31
Balfour Beatty,pay,2.3284671532846715,137
Balfour Beatty,people,3.25,84
Balfour Beatty,perks & benefits,3.2888888888888888,45
Balfour Beatty,stress & pressure,1.6333333333333333,30
Balfour Beatty,teamwork & collaboration,3.4814814814814814,54
Balfour Beatty,tools & resources,2.9344262295081966,61
Balfour Beatty,work-life balance,2.5,84
Bannatyne Group,culture,3.5535714285714284,56
Bannatyne Group,growth & learning,3.8285714285714287,70
Bannatyne Group,hr & recruitment,3.340659340659341,91
Bannatyne Group,job role clarity,2.8666666666666667,15
Bannatyne Group,management,2.9361702127659575,47
Bannatyne Group,office & location,3.15625,32
Bannatyne Group,pay,2.1621621621621623,74
Bannatyne Group,people,3.5,36
Bannatyne Group,perks & benefits,3.56043956043956,91
Bannatyne Group,stress & pressure,2.533333333333333,15
Bannatyne Group,teamwork & collaboration,3.9019607843137254,51
Bannatyne Group,tools & resources,3.96875,32
Bannatyne Group,work-life balance,2.478723404255319,94
Barchester Healthcare,culture,2.3492063492063493,63
Barchester Healthcare,growth & learning,3.5319148936170213,47
Barchester Healthcare,hr & recruitment,2.8154761904761907,168
Barchester Healthcare,job role clarity,3.25,12
Barchester Healthcare,management,2.1627906976744184,86
Barchester Healthcare,office & location,2.774193548387097,31
Barchester Healthcare,pay,2.3132530120481927,83
Barchester Healthcare,people,2.6739130434782608,46
Barchester Healthcare,perks & benefits,3.4761904761904763,42
Barchester Healthcare,stress & pressure,1.5217391304347827,23
Barchester Healthcare,teamwork & collaboration,3.8225806451612905,62
Barchester Healthcare,tools & resources,2.945945945945946,74
Barchester Healthcare,work-life balance,2.2708333333333335,48
Barclays,culture,3.2407628128724673,839
Barclays,growth & learning,3.1192660550458715,981
Barclays,hr & recruitment,2.7197106690777577,553
Barclays,job role clarity,2.5,260
Barclays,management,2.048076923076923,936
Barclays,office & location,2.942786069651741,402
Barclays,pay,2.7384453781512605,952
Barclays,people,3.5109223300970873,824
Barclays,perks & benefits,3.8333333333333335,582
Barclays,stress & pressure,2.015267175572519,262
Barclays,teamwork & collaboration,3.28125,480
Barclays,tools & resources,3.104018912529551,423
Barclays,work-life balance,3.383259911894273,908
Barnardo s,culture,2.8947368421052633,38
Barnardo s,growth & learning,2.6666666666666665,24
Barnardo s,hr & recruitment,2.4634146341463414,82
Barnardo s,job role clarity,2.933333333333333,15
Barnardo s,management,1.8771929824561404,57
Barnardo s,office & location,2.3529411764705883,17
Barnardo s,pay,1.7692307692307692,52
Barnardo s,people,3.5964912280701755,57
Barnardo s,perks & benefits,2.6296296296296298,27
Barnardo s,stress & pressure,1.75,20
Barnardo s,teamwork & collaboration,3.53125,32
Barnardo s,tools & resources,2.393939393939394,33
Barnardo s,work-life balance,2.2325581395348837,43
Barnett Waddingham,culture,4.176470588235294,17
Barnett Waddingham,growth & learning,3.631578947368421,19
Barnett Waddingham,hr & recruitment,3.5,6
Barnett Waddingham,job role clarity,3.0,6
Barnett Waddingham,management,3.6666666666666665,6
Barnett Waddingham,office & location,2.875,16
Barnett Waddingham,pay,2.6153846153846154,13
Barnett Waddingham,people,4.0,19
Barnett Waddingham,perks & benefits,3.142857142857143,7
Barnett Waddingham,stress & pressure,2.75,4
Barnett Waddingham,teamwork & collaboration,3.909090909090909,11
Barnett Waddingham,tools & resources,5.0,3
Barnett Waddingham,work-life balance,3.125,8
Barratt Developments,culture,3.6333333333333337,30
Barratt Developments,growth & learning,3.5106382978723403,47
Barratt Developments,hr & recruitment,3.526315789473684,38
Barratt Developments,job role clarity,2.857142857142857,7
Barratt Developments,management,3.1951219512195124,41
Barratt Developments,office & location,3.6,10
Barratt Developments,pay,3.2452830188679247,53
Barratt Developments,people,4.071428571428571,28
Barratt Developments,perks & benefits,3.892857142857143,28
Barratt Developments,stress & pressure,2.375,16
Barratt Developments,teamwork & collaboration,3.5517241379310347,29
Barratt Developments,tools & resources,3.5714285714285716,21
Barratt Developments,work-life balance,3.1481481481481484,27
Barts Health NHS Trust,culture,3.0555555555555554,36
Barts Health NHS Trust,growth & learning,3.230769230769231,39
Barts Health NHS Trust,hr & recruitment,2.7708333333333335,48
Barts Health NHS Trust,job role clarity,2.6,5
Barts Health NHS Trust,management,1.9,40
Barts Health NHS Trust,office & location,2.888888888888889,18
Barts Health NHS Trust,pay,2.4583333333333335,24
Barts Health NHS Trust,people,3.5483870967741935,31
Barts Health NHS Trust,perks & benefits,2.8260869565217392,23
Barts Health NHS Trust,stress & pressure,2.6,5
Barts Health NHS Trust,teamwork & collaboration,3.72,25
Barts Health NHS Trust,tools & resources,3.7,20
Barts Health NHS Trust,work-life balance,2.8095238095238093,21
Bayer,culture,3.391304347826087,23
Bayer,growth & learning,2.888888888888889,18
Bayer,hr & recruitment,2.533333333333333,15
Bayer,job role clarity,3.0,5
Bayer,management,2.2666666666666666,15
Bayer,office & location,3.6,10
Bayer,pay,2.9411764705882355,17
Bayer,people,3.619047619047619,21
Bayer,perks & benefits,3.8666666666666663,15
Bayer,stress & pressure,1.2,5
Bayer,teamwork & collaboration,3.6153846153846154,13
Bayer,tools & resources,3.875,8
Bayer,work-life balance,3.6,15
Bloomberg L P,culture,3.3588039867109636,301
Bloomberg L P,growth & learning,3.1091954022988504,348
Bloomberg L P,hr & recruitment,3.4210526315789473,171
Bloomberg L P,job role clarity,2.4166666666666665,72
Bloomberg L P,management,1.9348534201954397,307
Bloomberg L P,office & location,3.425438596491228,228
Bloomberg L P,pay,2.975206611570248,242
Bloomberg L P,people,3.429553264604811,291
Bloomberg L P,perks & benefits,3.8823529411764706,255
Bloomberg L P,stress & pressure,2.204225352112676,142
Bloomberg L P,teamwork & collaboration,3.064516129032258,155
Bloomberg L P,tools & resources,3.16793893129771,131
Bloomberg L P,work-life balance,2.642599277978339,277
Blue Arrow,culture,3.576923076923077,26
Blue Arrow,growth & learning,3.5384615384615383,26
Blue Arrow,hr & recruitment,3.1538461538461537,39
Blue Arrow,job role clarity,3.25,8
Blue Arrow,management,2.5172413793103448,29
Blue Arrow,office & location,2.9655172413793105,29
Blue Arrow,pay,3.0,77
Blue Arrow,people,3.71875,32
Blue Arrow,perks & benefits,3.466666666666667,15
Blue Arrow,stress & pressure,2.888888888888889,9
Blue Arrow,teamwork & collaboration,3.9545454545454546,22
Blue Arrow,tools & resources,3.4761904761904763,21
Blue Arrow,work-life balance,2.7735849056603774,53
Blue Yonder,culture,3.8947368421052633,19
Blue Yonder,growth & learning,3.5588235294117645,34
Blue Yonder,hr & recruitment,3.4285714285714284,14
Blue Yonder,job role clarity,2.6,5
Blue Yonder,management,3.12,25
Blue Yonder,office & location,3.75,8
Blue Yonder,pay,3.375,16
Blue Yonder,people,3.7,20
Blue Yonder,perks & benefits,3.923076923076923,13
Blue Yonder,stress & pressure,2.6666666666666665,6
Blue Yonder,teamwork & collaboration,2.9375,16
Blue Yonder,tools & resources,3.1666666666666665,18
Blue Yonder,work-life balance,2.6666666666666665,12
Booking com,culture,3.442982456140351,456
Booking com,growth & learning,2.984090909090909,440
Booking com,hr & recruitment,2.6766917293233083,266
Booking com,job role clarity,2.376470588235294,85
Booking com,management,2.1246537396121883,361
Booking com,office & location,3.1045197740112993,354
